visitor_id,lastpurchasetime,recency,frequency,monetary
15528,2019-02-11 15:14:44.018,2,4,5
15529,2019-02-11 13:15:11.197,2,2,4
15530,2019-02-11 23:59:28.401,2,2,2
15531,2019-02-11 23:37:05.147,2,3,1
15532,2019-02-12 14:18:37.791,1,3,3
15533,2019-02-08 02:26:09.239,5,3,1
15534,2019-02-08 16:28:20.413,5,2,2
15535,2019-02-09 01:33:28.473,5,2,3
15536,2019-02-12 13:56:39.330,1,1,2
15537,2019-02-11 07:46:01.230,2,3,2
15538,2019-02-08 15:01:56.208,5,1,1
15539,2019-02-10 14:59:41.948,3,3,1
15540,2019-02-11 12:49:27.887,2,2,2
15541,2019-02-10 20:24:26.588,3,4,4
15542,2019-02-12 00:42:11.368,2,3,4
15543,2019-02-11 18:10:42.608,2,5,5
15544,2019-02-08 21:14:16.663,5,4,4
15545,2019-02-10 15:46:44.694,3,1,3
15546,2019-02-10 15:23:37.632,3,3,4
15547,2019-02-11 14:46:38.566,2,1,1
15548,2019-02-12 17:28:24.910,1,1,2
15549,2019-02-09 01:46:16.689,5,2,2
15550,2019-02-12 01:49:15.769,2,1,1
15551,2019-02-12 16:00:14.879,1,2,3
15552,2019-02-10 03:30:54.384,4,1,1
15553,2019-02-11 09:23:36.789,2,1,2
15554,2019-02-10 12:19:36.910,3,2,3
15555,2019-02-10 02:04:01.296,4,5,5
15556,2019-02-11 17:06:24.881,2,5,5
15557,2019-02-10 22:06:15.337,3,1,3
15558,2019-02-05 18:29:00.674,5,1,3
15559,2019-02-10 22:32:19.390,3,4,2
15560,2019-02-11 13:17:05.716,2,3,2
15561,2019-02-09 23:03:46.867,4,1,1
15562,2019-02-10 12:32:01.019,3,3,4
15563,2019-02-09 15:39:17.914,4,2,1
15564,2019-02-11 09:22:12.809,2,2,1
15565,2019-02-08 13:33:29.241,5,3,1
15566,2019-02-10 15:22:48.505,3,4,4
15567,2019-02-11 22:03:25.723,2,1,3
15568,2019-02-09 23:38:44.016,4,1,1
15569,2019-02-10 19:50:05.105,3,4,5
15570,2019-02-12 09:52:45.468,1,5,5
15571,2019-02-06 21:07:28.334,5,3,3
15572,2019-02-09 12:55:47.144,4,2,3
15573,2019-02-10 12:17:49.934,3,2,1
15574,2019-02-08 14:51:51.359,5,4,3
15575,2019-02-11 22:14:22.336,2,1,2
15576,2019-02-10 15:57:31.106,3,1,4
15577,2019-02-09 21:20:20.928,4,1,2
15578,2019-02-12 13:31:56.309,1,5,5
15579,2019-02-07 16:41:06.588,5,4,4
15580,2019-02-11 18:43:41.809,2,4,3
15581,2019-02-10 22:09:01.680,3,3,2
15582,2019-02-10 11:16:55.442,3,2,1
15583,2019-02-11 16:42:18.909,2,2,4
15584,2019-02-10 00:54:58.709,4,1,2
15585,2019-02-09 16:24:33.396,4,2,1
15586,2019-02-12 00:13:14.019,2,4,3
15587,2019-02-08 20:51:52.578,5,2,3
15588,2019-02-07 16:13:34.659,5,1,1
15589,2019-02-11 11:12:47.279,2,3,5
15590,2019-02-10 11:17:29.858,3,3,4
15591,2019-02-10 02:13:19.082,4,4,3
15592,2019-02-10 00:59:09.796,4,5,3
15593,2019-02-09 11:26:38.822,4,1,2
15594,2019-02-12 09:34:19.846,1,2,3
15595,2019-02-11 16:36:39.219,2,1,2
15596,2019-02-06 02:15:52.667,5,3,2
15597,2019-02-12 18:20:29.575,1,4,1
15598,2019-02-10 14:15:25.105,3,4,1
15599,2019-02-09 00:36:25.260,5,3,2
15600,2019-02-12 13:17:30.609,1,1,4
15601,2019-02-11 21:10:31.650,2,4,2
15602,2019-02-11 15:46:01.118,2,3,3
15603,2019-02-10 13:57:31.070,3,1,3
15604,2019-02-12 14:06:47.591,1,2,5
15605,2019-02-06 16:50:18.019,5,2,3
15606,2019-02-11 21:54:14.617,2,2,2
15607,2019-02-12 17:32:38.854,1,5,5
15608,2019-02-09 15:44:37.369,4,5,3
15609,2019-02-11 17:24:23.418,2,1,2
15610,2019-02-12 07:53:28.366,1,4,5
15611,2019-02-09 18:27:06.754,4,4,5
15612,2019-02-09 18:53:13.867,4,2,1
15613,2019-02-10 03:40:40.129,4,3,4
15614,2019-02-07 14:59:52.516,5,1,4
15615,2019-02-08 22:01:40.993,5,4,5
15616,2019-02-12 11:49:48.248,1,1,1
15617,2019-02-09 17:07:59.940,4,5,3
15618,2019-02-06 11:27:55.887,5,1,2
15619,2019-02-03 23:22:28.708,5,1,3
15620,2019-02-09 13:26:45.898,4,5,1
15621,2019-02-11 19:51:59.430,2,2,4
15622,2019-02-11 10:58:21.768,2,2,1
15623,2019-02-10 15:53:57.635,3,1,3
15624,2019-02-12 16:38:41.651,1,4,4
15625,2019-02-09 15:36:26.984,4,3,2
15626,2019-02-10 16:40:46.954,3,3,4
15627,2019-02-05 02:32:35.255,5,5,5
15628,2019-02-08 15:15:57.892,5,5,4
15629,2019-02-12 09:29:34.741,1,4,1
15630,2019-02-10 15:08:53.483,3,4,4
15631,2019-02-10 14:23:49.328,3,1,1
15632,2019-02-09 22:06:09.801,4,3,5
15633,2019-02-08 21:43:12.624,5,3,2
15634,2019-02-12 16:43:25.727,1,5,5
15635,2019-02-12 16:33:05.531,1,4,4
15636,2019-02-01 16:12:32.985,5,4,4
15637,2019-02-11 18:24:04.417,2,1,4
15638,2019-02-12 11:19:15.223,1,4,4
15639,2019-02-10 10:59:24.845,3,3,4
15640,2019-02-10 12:50:14.029,3,1,1
15641,2019-02-09 15:23:21.829,4,4,3
15642,2019-02-10 01:33:04.578,4,4,1
15643,2019-02-09 14:19:54.587,4,3,4
15644,2019-02-09 18:07:57.225,4,4,1
15645,2019-02-12 10:46:13.823,1,4,5
15646,2019-02-08 04:39:42.267,5,3,3
15647,2019-02-08 11:40:38.171,5,5,2
15648,2019-02-12 16:37:46.039,1,3,1
15649,2019-02-11 13:41:12.615,2,4,2
15650,2019-02-11 22:57:43.412,2,2,1
15651,2019-02-11 12:39:54.966,2,3,2
15652,2019-02-12 15:50:26.204,1,3,5
15653,2019-02-11 19:34:29.457,2,2,4
15654,2019-02-09 23:45:15.001,4,1,2
15655,2019-02-10 11:55:24.620,3,4,5
15656,2019-02-10 15:32:25.611,3,2,1
15657,2019-02-11 13:57:54.305,2,1,3
15658,2019-02-09 17:38:19.688,4,1,4
15659,2019-02-03 20:39:06.369,5,1,1
15660,2019-02-10 12:20:57.736,3,3,5
15661,2019-02-11 23:27:46.253,2,3,2
15662,2019-02-08 19:17:23.687,5,1,1
15663,2019-02-12 15:41:35.989,1,3,1
15664,2019-02-11 14:59:00.990,2,1,2
15665,2019-02-12 13:32:14.430,1,3,3
15666,2019-02-03 15:31:27.758,5,2,1
15667,2019-02-12 11:18:21.615,1,1,1
15668,2019-02-10 15:51:04.226,3,5,2
15669,2019-02-09 23:38:57.301,4,1,2
15670,2019-02-11 12:10:17.817,2,3,1
15671,2019-02-09 22:30:33.423,4,3,3
15672,2019-02-04 21:56:58.325,5,2,3
15673,2019-02-10 13:50:42.852,3,1,2
15674,2019-02-12 20:04:58.512,1,1,1
15675,2019-02-09 23:10:52.311,4,4,3
15676,2019-02-12 00:10:51.574,2,2,3
15677,2019-02-12 15:35:27.155,1,2,4
15678,2019-02-10 01:29:01.663,4,3,4
15679,2019-02-07 08:54:05.983,5,1,1
15680,2019-02-11 18:58:59.528,2,3,4
15681,2019-02-11 08:27:17.883,2,5,1
15682,2019-02-10 15:18:16.510,3,4,1
15683,2019-02-11 08:15:57.510,2,3,3
15684,2019-02-10 17:39:00.028,3,1,2
15685,2019-02-11 01:30:52.108,3,4,4
15686,2019-02-11 22:18:37.141,2,1,4
15687,2019-02-10 00:01:27.006,4,4,2
15688,2019-02-11 23:37:50.203,2,1,2
15689,2019-02-10 15:14:23.632,3,3,2
15690,2019-02-12 16:58:10.988,1,4,2
15691,2019-02-07 14:40:26.391,5,3,4
15692,2019-02-11 15:09:18.340,2,5,4
15693,2019-02-11 11:07:19.650,2,3,4
15694,2019-02-10 21:34:48.020,3,5,1
15695,2019-02-11 11:41:35.259,2,5,2
15696,2019-02-12 11:32:26.221,1,4,3
15697,2019-02-12 12:01:05.597,1,5,4
15698,2019-02-11 16:05:29.273,2,2,1
15699,2019-02-09 23:45:26.796,4,2,2
15700,2019-02-11 11:41:20.341,2,1,3
15701,2019-02-10 23:28:20.111,3,4,3
15702,2019-02-11 00:48:26.224,3,1,1
15703,2019-02-12 00:12:07.194,2,4,3
15704,2019-02-12 11:07:08.117,1,5,4
15705,2019-02-12 19:58:27.210,1,2,1
15706,2019-02-06 06:40:55.272,5,1,1
15707,2019-02-10 10:36:18.623,3,2,2
15708,2019-02-10 21:51:07.779,3,3,2
15709,2019-02-11 14:42:19.224,2,1,4
15710,2019-02-09 00:43:08.748,5,3,3
15711,2019-02-12 10:18:19.770,1,4,1
15712,2019-02-11 00:52:31.938,3,4,5
15713,2019-02-11 17:46:09.876,2,3,4
15714,2019-02-10 08:49:52.127,3,1,5
15715,2019-02-08 17:28:39.241,5,2,4
15716,2019-02-08 15:55:33.769,5,2,2
15717,2019-02-11 00:59:13.708,3,1,4
15718,2019-02-09 16:06:31.924,4,3,2
15719,2019-02-12 13:44:13.098,1,4,3
15720,2019-02-09 02:26:54.213,5,4,4
15721,2019-02-12 17:14:03.976,1,4,4
15722,2019-02-10 16:24:31.595,3,5,1
15723,2019-02-11 09:54:03.970,2,3,2
15724,2019-02-12 20:47:10.054,1,4,5
15725,2019-02-11 22:35:14.493,2,5,4
15726,2019-02-08 12:39:47.407,5,2,1
15727,2019-02-11 15:25:11.427,2,1,3
15728,2019-02-09 21:25:03.396,4,3,2
15729,2019-02-12 12:12:54.262,1,2,4
15730,2019-02-11 20:03:57.519,2,2,1
15731,2019-02-10 11:02:22.544,3,3,1
15732,2019-02-10 10:16:02.311,3,2,3
15733,2019-02-12 09:49:00.353,1,4,2
15734,2019-02-09 12:50:14.079,4,1,3
15735,2019-02-08 00:31:10.891,5,4,3
15736,2019-02-10 14:01:22.808,3,3,1
15737,2019-02-09 15:53:17.126,4,1,2
15738,2019-02-09 21:11:23.507,4,1,2
15739,2019-02-10 18:09:02.901,3,3,3
15740,2019-02-12 19:26:03.193,1,2,3
15741,2019-02-10 18:30:46.579,3,5,2
15742,2019-02-12 19:23:52.388,1,3,3
15743,2019-02-09 16:09:36.790,4,3,1
15744,2019-02-12 16:22:48.546,1,1,1
15745,2019-02-09 23:55:41.501,4,1,1
15746,2019-02-12 17:00:26.907,1,1,2
15747,2019-02-11 18:27:33.930,2,4,2
15748,2019-02-10 12:33:56.925,3,2,1
15749,2019-02-12 13:59:29.878,1,4,4
15750,2019-02-12 17:44:42.558,1,3,4
15751,2019-02-12 21:59:01.817,1,5,5
15752,2019-02-10 11:19:58.086,3,4,2
15753,2019-02-08 23:29:13.021,5,5,5
15754,2019-02-09 18:41:57.785,4,4,4
15755,2019-02-08 15:00:36.468,5,3,5
15756,2019-02-10 15:40:20.076,3,4,2
15757,2019-02-11 21:30:12.213,2,1,3
15758,2019-02-10 19:25:24.161,3,3,3
15759,2019-02-10 23:06:53.588,3,3,4
15760,2019-02-11 23:56:39.918,2,4,1
15761,2019-02-07 14:07:38.028,5,2,4
15762,2019-02-07 07:39:05.207,5,3,1
15763,2019-02-11 12:54:30.717,2,4,2
15764,2019-02-11 19:34:54.685,2,2,2
15765,2019-02-11 13:27:05.344,2,4,3
15766,2019-02-08 16:23:56.250,5,5,2
15767,2019-02-08 13:35:27.346,5,1,3
15768,2019-02-10 09:37:30.117,3,5,5
15769,2019-02-12 00:29:00.296,2,3,4
15770,2019-02-08 17:13:22.616,5,3,2
15771,2019-02-09 22:40:55.745,4,1,1
15772,2019-02-09 16:00:20.327,4,3,5
15773,2019-02-11 15:38:15.799,2,5,2
15774,2019-02-09 15:30:53.401,4,2,2
15775,2019-02-08 15:49:34.912,5,1,4
15776,2019-02-09 02:23:09.656,5,5,4
15777,2019-02-12 20:14:10.073,1,4,3
15778,2019-02-11 17:10:37.183,2,1,1
15779,2019-02-10 19:49:14.990,3,4,3
15780,2019-02-12 02:58:14.462,2,4,1
15781,2019-02-12 12:28:20.522,1,4,5
15782,2019-02-12 15:44:33.585,1,1,4
15783,2019-02-12 11:18:28.334,1,1,2
15784,2019-02-11 23:37:10.335,2,4,3
15785,2019-02-11 01:15:10.620,3,3,1
15786,2019-02-12 17:35:15.645,1,4,1
15787,2019-02-12 19:10:10.835,1,3,3
15788,2019-02-09 11:18:04.003,4,2,3
15789,2019-02-09 13:00:51.678,4,4,4
15790,2019-02-09 13:50:24.963,4,5,3
15791,2019-02-11 11:44:57.999,2,1,1
15792,2019-02-11 20:10:35.251,2,2,2
15793,2019-02-10 23:57:17.377,3,4,3
15794,2019-02-12 19:39:08.140,1,5,5
15795,2019-02-11 15:40:11.687,2,4,4
15796,2019-02-12 00:08:56.740,2,1,1
15797,2019-02-09 23:21:15.864,4,2,2
15798,2019-02-12 09:17:29.743,1,1,2
15799,2019-02-11 02:39:57.121,3,3,3
15800,2019-02-11 21:14:48.734,2,1,1
15801,2019-02-10 21:58:28.783,3,1,1
15802,2019-02-11 17:25:28.771,2,5,4
15803,2019-02-12 17:02:46.442,1,3,5
15804,2019-02-10 20:35:58.177,3,4,3
15805,2019-02-11 18:04:53.630,2,4,3
15806,2019-02-09 17:54:45.521,4,4,3
15807,2019-02-12 18:23:23.078,1,4,3
15808,2019-02-11 15:17:58.895,2,1,1
15809,2019-02-10 17:01:24.740,3,3,3
15810,2019-02-06 12:31:21.268,5,2,4
15811,2019-02-12 06:58:30.201,1,4,5
15812,2019-02-11 17:22:23.865,2,4,1
15813,2019-02-04 11:46:24.050,5,3,4
15814,2019-02-09 11:33:55.392,4,2,3
15815,2019-02-12 13:54:32.499,1,3,4
15816,2019-02-10 03:23:43.327,4,4,5
15817,2019-02-11 15:54:46.510,2,2,1
15818,2019-02-10 16:02:19.033,3,1,4
15819,2019-02-10 15:00:57.699,3,3,4
15820,2019-02-12 20:56:30.901,1,1,1
15821,2019-02-08 17:03:46.054,5,4,5
15822,2019-02-12 20:55:09.141,1,3,1
15823,2019-02-11 18:23:31.275,2,2,2
15824,2019-02-09 00:04:51.476,5,1,3
15825,2019-02-10 15:32:10.508,3,1,3
15826,2019-02-12 14:30:34.145,1,1,2
15827,2019-02-10 12:58:20.462,3,3,2
15828,2019-02-10 19:46:51.607,3,2,4
15829,2019-02-09 13:52:08.294,4,4,3
15830,2019-02-11 11:45:25.143,2,4,3
15831,2019-02-11 23:50:39.055,2,1,3
15832,2019-02-09 21:07:58.217,4,5,5
15833,2019-02-10 09:35:54.077,3,2,2
15834,2019-02-12 01:24:21.715,2,4,4
15835,2019-02-10 22:13:03.747,3,4,4
15836,2019-02-09 15:13:40.294,4,4,3
15837,2019-02-12 13:19:58.914,1,3,4
15838,2019-02-09 11:49:32.544,4,2,4
15839,2019-02-10 13:40:36.024,3,3,3
15840,2019-02-12 21:09:32.485,1,2,3
15841,2019-02-10 16:05:36.373,3,5,1
15842,2019-02-07 10:06:11.937,5,4,4
15843,2019-02-08 10:44:01.200,5,1,1
15844,2019-02-12 11:34:32.520,1,2,5
15845,2019-02-09 03:01:05.875,5,4,2
15846,2019-02-12 07:56:27.753,1,3,3
15847,2019-02-05 20:13:48.842,5,3,1
15848,2019-02-12 21:06:42.294,1,2,3
15849,2019-02-11 14:29:43.534,2,5,2
15850,2019-02-09 19:27:56.339,4,3,4
15851,2019-02-12 13:46:55.411,1,5,1
15852,2019-02-10 15:00:39.456,3,2,1
15853,2019-02-11 20:47:06.976,2,2,2
15854,2019-02-12 19:41:58.525,1,3,3
15855,2019-02-10 23:36:16.196,3,1,1
15856,2019-02-08 12:24:34.197,5,1,1
15857,2019-02-12 10:52:43.392,1,1,1
15858,2019-02-11 08:39:46.652,2,5,5
15859,2019-02-10 14:10:57.988,3,1,2
15860,2019-02-09 21:05:22.591,4,1,5
15861,2019-02-11 19:03:51.928,2,5,4
15862,2019-02-11 13:36:31.525,2,3,4
15863,2019-02-12 14:42:23.051,1,1,2
15864,2019-02-09 21:26:55.830,4,5,3
15865,2019-02-10 14:58:21.906,3,1,2
15866,2019-02-08 16:34:12.862,5,4,4
15867,2019-02-12 21:12:50.078,1,4,1
15868,2019-02-11 17:41:28.443,2,1,1
15869,2019-02-11 17:22:25.274,2,3,1
15870,2019-02-12 12:13:36.675,1,1,3
15871,2019-02-09 11:08:45.778,4,5,3
15872,2019-02-10 01:27:07.065,4,2,5
15873,2019-02-12 21:46:02.212,1,2,4
15874,2019-02-10 19:39:25.333,3,5,5
15875,2019-02-09 15:33:24.124,4,1,1
15876,2019-02-11 00:17:17.464,3,4,5
15877,2019-02-11 17:39:48.691,2,4,4
15878,2019-02-11 14:57:27.743,2,3,4
15879,2019-02-12 07:36:49.792,1,1,5
15880,2019-02-10 16:47:52.071,3,4,4
15881,2019-02-12 13:56:45.990,1,3,2
15882,2019-02-12 12:06:37.951,1,1,2
15883,2019-02-11 20:01:49.242,2,2,1
15884,2019-02-12 04:33:09.834,2,4,5
15885,2019-02-12 17:56:21.454,1,2,5
15886,2019-02-11 17:11:57.591,2,1,2
15887,2019-02-08 17:56:33.694,5,3,4
15888,2019-02-11 10:43:05.957,2,3,1
15889,2019-02-10 15:37:17.131,3,1,1
15890,2019-02-11 23:57:58.449,2,5,5
15891,2019-02-12 07:48:53.314,1,1,5
15892,2019-02-10 15:29:01.526,3,5,2
15893,2019-02-10 11:38:15.145,3,4,5
15894,2019-02-11 19:51:38.102,2,3,2
15895,2019-02-11 19:45:16.709,2,4,3
15896,2019-02-12 11:36:16.774,1,2,1
15897,2019-02-10 19:00:18.853,3,3,2
15898,2019-02-10 18:30:40.172,3,4,4
15899,2019-02-09 14:38:28.288,4,4,5
15900,2019-02-10 22:27:53.318,3,3,4
15901,2019-02-11 16:35:57.511,2,2,3
15902,2019-02-10 11:50:14.486,3,3,2
15903,2019-02-09 20:14:38.894,4,4,2
15904,2019-02-10 19:10:48.295,3,4,4
15905,2019-02-12 16:06:34.336,1,5,5
15906,2019-02-12 14:34:15.923,1,2,1
15907,2019-02-12 12:18:42.813,1,3,3
15908,2019-02-12 03:38:43.142,2,2,2
15909,2019-02-12 17:38:42.896,1,2,4
15910,2019-02-11 11:31:48.087,2,1,4
15911,2019-02-10 15:52:51.145,3,4,5
15912,2019-02-11 13:19:06.675,2,3,2
15913,2019-02-08 12:17:23.067,5,1,3
15914,2019-02-11 08:40:24.002,2,3,2
15915,2019-02-11 17:16:50.363,2,1,3
15916,2019-02-09 12:12:08.233,4,5,4
15917,2019-02-02 23:54:14.686,5,3,3
15918,2019-02-06 15:02:31.820,5,2,3
15919,2019-02-12 14:41:28.404,1,3,1
15920,2019-02-09 23:41:50.402,4,2,1
15921,2019-02-12 09:59:18.898,1,5,1
15922,2019-02-09 10:59:52.016,4,3,3
15923,2019-02-12 09:57:44.764,1,5,4
15924,2019-02-09 11:08:06.478,4,2,1
15925,2019-02-12 19:30:14.988,1,3,3
15926,2019-02-10 19:18:28.275,3,4,1
15927,2019-02-11 14:37:51.933,2,5,5
15928,2019-02-11 17:04:02.269,2,2,1
15929,2019-02-11 19:18:48.731,2,3,4
15930,2019-02-11 14:09:00.906,2,5,4
15931,2019-02-11 14:09:43.511,2,3,3
15932,2019-02-07 13:23:39.718,5,1,1
15933,2019-02-08 02:36:15.399,5,4,5
15934,2019-02-12 20:32:04.681,1,3,4
15935,2019-02-07 13:44:34.475,5,4,4
15936,2019-02-11 21:06:07.790,2,3,2
15937,2019-02-09 22:44:22.964,4,2,3
15938,2019-02-12 19:26:10.487,1,1,3
15939,2019-02-12 11:27:10.843,1,4,5
15940,2019-02-07 15:48:01.008,5,2,3
15941,2019-02-08 19:28:20.983,5,3,1
15942,2019-02-10 15:28:13.556,3,2,1
15943,2019-02-11 06:54:23.220,2,3,3
15944,2019-02-11 15:13:24.009,2,3,3
15945,2019-02-11 17:05:30.874,2,1,1
15946,2019-02-08 04:37:05.944,5,4,2
15947,2019-02-10 15:42:01.600,3,4,1
15948,2019-02-11 11:31:49.395,2,4,2
15949,2019-02-07 04:30:50.761,5,3,4
15950,2019-02-11 16:52:17.975,2,3,3
15951,2019-02-11 10:01:01.558,2,3,1
15952,2019-02-12 11:37:05.521,1,1,1
15953,2019-02-12 14:56:48.195,1,1,4
15954,2019-02-12 16:04:09.101,1,4,4
15955,2019-02-11 11:44:45.524,2,3,1
15956,2019-02-12 20:21:24.332,1,3,2
15957,2019-02-10 18:53:36.567,3,1,3
15958,2019-02-12 18:40:33.939,1,1,1
15959,2019-02-11 13:14:06.773,2,2,4
15960,2019-02-12 18:09:29.913,1,1,5
15961,2019-02-09 21:49:04.263,4,2,1
15962,2019-02-12 14:30:53.095,1,3,2
15963,2019-02-12 15:04:34.444,1,3,1
15964,2019-02-07 12:17:54.146,5,3,2
15965,2019-02-10 12:04:45.478,3,3,3
15966,2019-02-11 09:47:07.750,2,4,4
15967,2019-02-07 21:16:20.905,5,1,1
15968,2019-02-12 21:22:59.718,1,5,4
15969,2019-02-11 16:52:27.866,2,2,5
15970,2019-02-11 21:09:37.198,2,1,4
15971,2019-02-10 13:04:10.964,3,1,2
15972,2019-02-11 18:36:21.234,2,4,2
15973,2019-02-10 11:26:23.390,3,1,2
15974,2019-02-12 18:41:38.288,1,5,3
15975,2019-02-12 15:07:15.051,1,3,2
15976,2019-02-11 03:04:20.754,3,5,5
15977,2019-02-12 16:53:00.645,1,1,4
15978,2019-02-09 21:23:40.465,4,2,5
15979,2019-02-11 00:13:58.980,3,5,5
15980,2019-02-10 16:51:25.961,3,4,5
15981,2019-02-11 23:37:57.861,2,3,2
15982,2019-02-11 01:09:32.060,3,3,4
15983,2019-02-11 15:17:34.664,2,3,3
15984,2019-02-09 18:29:25.627,4,5,4
15985,2019-02-10 23:25:51.531,3,1,3
15986,2019-02-09 14:54:22.275,4,1,1
15987,2019-02-12 14:16:19.265,1,4,3
15988,2019-02-09 23:00:44.238,4,4,1
15989,2019-02-11 21:03:46.879,2,3,1
15990,2019-02-12 16:25:11.030,1,2,1
15991,2019-02-09 11:43:21.364,4,1,2
15992,2019-02-12 00:36:05.857,2,3,1
15993,2019-02-11 00:35:06.719,3,5,2
15994,2019-02-12 20:09:24.167,1,3,2
15995,2019-02-09 20:47:36.333,4,4,5
15996,2019-02-10 09:46:19.089,3,3,1
15997,2019-02-12 21:36:55.082,1,5,5
15998,2019-02-07 23:40:36.279,5,3,3
15999,2019-02-11 22:14:14.880,2,3,2
16000,2019-02-08 19:02:51.060,5,1,1
16001,2019-02-05 20:43:52.510,5,1,4
16002,2019-02-12 17:08:24.227,1,3,5
16003,2019-02-09 16:05:40.560,4,3,2
16004,2019-02-10 23:22:41.192,3,2,4
16005,2019-02-12 14:54:35.989,1,5,5
16006,2019-02-10 00:31:54.724,4,2,1
16007,2019-02-07 16:39:49.161,5,2,4
16008,2019-02-09 13:51:26.929,4,4,3
16009,2019-02-11 03:15:29.691,3,3,3
16010,2019-02-12 17:36:50.173,1,1,1
16011,2019-02-12 12:42:30.129,1,2,2
16012,2019-02-07 10:26:07.562,5,5,4
16013,2019-02-10 20:22:11.683,3,5,3
16014,2019-02-12 18:55:06.900,1,4,4
16015,2019-02-10 07:01:21.440,3,3,5
16016,2019-02-09 22:13:02.002,4,4,1
16017,2019-02-10 14:07:15.151,3,4,1
16018,2019-02-09 22:29:41.713,4,1,3
16019,2019-02-12 14:42:18.842,1,2,3
16020,2019-02-09 13:42:56.925,4,3,3
16021,2019-02-08 22:52:28.075,5,2,5
16022,2019-02-09 21:59:00.614,4,1,2
16023,2019-02-11 20:41:21.561,2,4,3
16024,2019-02-07 18:45:20.509,5,2,4
16025,2019-02-10 22:59:46.435,3,3,4
16026,2019-02-12 08:56:08.631,1,1,4
16027,2019-02-11 23:02:58.815,2,2,1
16028,2019-02-12 01:10:14.629,2,1,3
16029,2019-02-09 22:17:55.454,4,2,5
16030,2019-02-11 18:22:47.591,2,1,1
16031,2019-02-07 21:19:35.048,5,4,1
16032,2019-02-12 14:27:30.786,1,2,4
16033,2019-02-09 21:26:38.398,4,2,1
16034,2019-02-05 16:07:37.237,5,3,3
16035,2019-02-08 16:27:57.162,5,1,1
16036,2019-02-11 11:28:58.327,2,4,2
16037,2019-02-11 19:13:01.270,2,5,3
16038,2019-02-09 01:08:57.750,5,1,3
16039,2019-02-10 15:09:01.981,3,3,2
16040,2019-02-11 15:13:14.000,2,3,2
16041,2019-02-11 00:40:21.593,3,4,1
16042,2019-02-08 14:00:47.422,5,1,4
16043,2019-02-09 22:46:36.368,4,1,3
16044,2019-02-09 23:39:04.548,4,4,4
16045,2019-02-12 20:06:51.076,1,5,1
16046,2019-02-10 22:24:03.989,3,4,4
16047,2019-02-10 13:23:18.735,3,4,3
16048,2019-02-10 22:39:38.642,3,5,2
16049,2019-02-11 21:32:30.338,2,3,5
16050,2019-02-12 16:04:04.184,1,4,2
16051,2019-02-12 00:06:30.602,2,5,3
16052,2019-02-11 11:57:46.703,2,5,4
16053,2019-02-11 20:55:41.205,2,4,4
16054,2019-02-12 19:06:30.670,1,1,2
16055,2019-02-10 20:58:15.999,3,3,3
16056,2019-02-10 23:36:40.732,3,3,3
16057,2019-02-11 07:39:08.902,2,2,5
16058,2019-02-11 22:44:22.237,2,3,1
16059,2019-02-12 15:28:23.144,1,4,4
16060,2019-02-09 23:26:34.603,4,1,2
16061,2019-02-12 19:31:30.710,1,3,5
16062,2019-02-12 15:45:52.896,1,3,4
16063,2019-02-12 11:15:37.313,1,3,1
16064,2019-02-08 23:26:30.858,5,2,5
16065,2019-02-11 16:41:45.993,2,5,4
16066,2019-02-11 21:04:06.543,2,1,3
16067,2019-02-11 13:56:55.984,2,3,3
16068,2019-02-09 08:50:55.553,4,1,1
16069,2019-02-12 10:42:41.916,1,5,5
16070,2019-02-09 20:47:44.462,4,2,1
16071,2019-02-09 20:22:49.740,4,4,1
16072,2019-02-11 21:53:34.166,2,2,4
16073,2019-02-12 18:52:43.120,1,4,5
16074,2019-02-11 16:44:48.029,2,4,3
16075,2019-02-10 11:11:31.326,3,1,2
16076,2019-02-09 22:43:49.857,4,1,1
16077,2019-02-12 03:04:29.185,2,4,1
16078,2019-02-08 17:53:09.153,5,4,4
16079,2019-02-09 14:08:18.304,4,4,4
16080,2019-02-12 11:10:57.310,1,5,2
16081,2019-02-11 00:10:33.320,3,2,2
16082,2019-02-11 00:30:15.056,3,4,4
16083,2019-02-10 13:34:43.648,3,3,4
16084,2019-02-07 16:00:30.725,5,3,4
16085,2019-02-10 05:41:56.548,3,1,3
16086,2019-02-12 00:27:45.133,2,4,4
16087,2019-02-10 12:50:23.262,3,3,4
16088,2019-02-10 09:55:50.566,3,4,2
16089,2019-02-10 11:22:34.040,3,1,2
16090,2019-02-08 20:09:19.434,5,1,1
16091,2019-02-12 10:20:28.165,1,1,4
16092,2019-02-10 11:37:35.173,3,2,3
16093,2019-02-10 14:06:10.120,3,1,1
16094,2019-02-12 17:35:18.976,1,2,5
16095,2019-02-10 22:15:37.910,3,1,5
16096,2019-02-12 15:19:17.231,1,1,4
16097,2019-02-10 15:32:18.910,3,1,1
16098,2019-02-09 10:19:18.439,4,2,1
16099,2019-02-12 17:35:54.872,1,4,5
16100,2019-02-08 18:41:07.778,5,1,1
16101,2019-02-11 13:55:07.597,2,2,3
16102,2019-02-12 21:46:09.039,1,3,3
16103,2019-02-10 23:27:11.265,3,2,5
16104,2019-02-10 20:09:08.145,3,3,1
16105,2019-02-09 14:04:47.164,4,2,1
16106,2019-02-10 19:03:19.752,3,1,2
16107,2019-02-10 11:03:16.926,3,1,1
16108,2019-02-12 13:03:10.217,1,5,2
16109,2019-02-10 01:51:17.395,4,1,3
